SourceSchema;SourceTableName;SourceColumnName;SourceDataType;SourceColumnPrimaryKey;TransformationLogic;DestinationSchema;DestinationTableName;DestinationColumnName;DestinationDataType;DestinationColumnPrimaryKey
dbo;F4104;IVCITM;nchar(25);Y;DirectMove;SRC_JDEE1;ITEMMASTER;ITEMNOCUSTOMERVENDOR;VARCHAR(25);ITEMCROSSREFERENCEFILE
dbo;F4104;IVMCU;nchar(12);;DirectMove;SRC_JDEE1;ITEMMASTER;COSTCENTER;VARCHAR(12);ITEMCROSSREFERENCEFILE
dbo;F4104;IVEFTJ;numeric(18,0);;DirectMove;SRC_JDEE1;ITEMMASTER;DATEEFFECTIVEJULIAN1;NUMERIC(18,0);ITEMCROSSREFERENCEFILE
dbo;F4104;IVEXDJ;numeric(18,0);Y;DirectMove;SRC_JDEE1;ITEMMASTER;DATEEXPIREDJULIAN1;NUMERIC(18,0);ITEMCROSSREFERENCEFILE
dbo;F4104;IVITM;float;Y;DirectMove;SRC_JDEE1;ITEMMASTER;IDENTIFIERSHORTITEM;NUMERIC(8,0);ITEMCROSSREFERENCEFILE
dbo;F4104;IVAN8;float;;toTrim();SRC_JDEE1;ITEMMASTER;ADDRESSNUMBER;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVEXDJ;numeric(18,0);;toTrim();SRC_JDEE1;ITEMMASTER;DATEEXPIREDJULIAN1;;ITEMCROSSREFERENCEFILE
dbo;F4104;IMITM;float;;toTrim();SRC_JDEE1;ITEMMASTER;IDENTIFIERSHORTITEM;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVCITM;nchar(25);;toTrim();SRC_JDEE1;ITEMMASTER;ITEMNOCUSTOMERVENDOR;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVCIRV;nchar(20);;toTrim();SRC_JDEE1;ITEMMASTER;ITEMREVLEVELCUSTOMERSUPPLIER;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVXRT;nchar(2);;toTrim();SRC_JDEE1;ITEMMASTER;TYPECROSSREFERTYPEC;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVEFTJ;numeric(18,0);;JulianDateToDate();SRC_JDEE1;ITEMMASTER;DATEEFFECTIVEJULIAN1;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVEXDJ;numeric(18,0);;JulianDateToDate();SRC_JDEE1;ITEMMASTER;DATEEXPIREDJULIAN1;;ITEMCROSSREFERENCEFILE
dbo;F4104;IMUPMJ;numeric(18,0);;JulianDateToDate();SRC_JDEE1;ITEMMASTER;DATEUPDATED;;ITEMCROSSREFERENCEFILE
dbo;F4104;IMURDT;numeric(18,0);;JulianDateToDate();SRC_JDEE1;ITEMMASTER;USERRESERVEDDATE;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVEFTJ;numeric(18,0);;toYYYYMM(JulianDateToDate());SRC_JDEE1;ITEMMASTER;DATEEFFECTIVEJULIAN1;;ITEMCROSSREFERENCEFILE
dbo;F4104;IVEXDJ;numeric(18,0);;toYYYYMM(JulianDateToDate());SRC_JDEE1;ITEMMASTER;DATEEXPIREDJULIAN1;;ITEMCROSSREFERENCEFILE
dbo;F4104;IMUPMJ;numeric(18,0);;toYYYYMM(JulianDateToDate());SRC_JDEE1;ITEMMASTER;DATEUPDATED;;ITEMCROSSREFERENCEFILE
dbo;F4104;IMURDT;numeric(18,0);;toYYYYMM(JulianDateToDate());SRC_JDEE1;ITEMMASTER;USERRESERVEDDATE;;ITEMCROSSREFERENCEFILE
dbo;F4104;0;();;#VALUE!;SRC_JDEE1;ITEMMASTER;SRC;;ITEMCROSSREFERENCEFILE
dbo;F4104;0;();;#VALUE!;SRC_JDEE1;ITEMMASTER;LAST;;ITEMCROSSREFERENCEFILE
